Collection,SKU,Image,Barcode ,Products Name (TH),Products name (Eng),ราคาขายแนะนำ,RSP,ราคาทุน,Color ,Size,"Weight (G.)
น้ำหนัก","Width (Cm.)
กว้าง","Lenght (Cm.)
ยาว","height (Cm.)
สูง","ราคาทุนก่อน
VAT ",Vat 7%,"ราคาทุนรวม 
VAT ","Price before
VAT (USD)",Vat 7%,"Price 
VAT included (USD)","GP%
MOQ :  
30-50","ราคาทุนก่อน
VAT ",Vat 7%,"ราคาทุนรวม 
VAT ","Price before
VAT (USD)",Vat 7%,"Price 
VAT included (USD)","GP%
MOQ :  
51-100","ราคาทุนก่อน
VAT ",Vat 7%,"ราคาทุนรวม 
VAT ","Price before
VAT (USD)",Vat 7%,"Price 
VAT included (USD)","GP%
MOQ :  
101",Categories,Sub Category,Description (ภาษาไทย),Description,Ratings,"Shelf Life 
(Year)"
,OJK-01-011I,,8859771508503,"เสื้อแจ็คเก็ตสัตว์เลี้ยง - To the moon - สีส้ม, เบอร์ 11","Pet jacket , To the moon , Orange, Size 11",850.00,24.99,287.00,Orange,11,187 g,44,44,66,595.79,41.71,637.5,16.99,1.19,18.18,25%,556.07,38.93,595.00,15.89,1.11,17,30%,516.36,36.14,552.5,14.75,1.03,15.8,35%,Raincoat,,"1. เสื้อผลิตมาจากผ้าร่มกันน้ำ สามารถใส่ได้หลากหลาย สถานการณ์ ออกไปเที่ยวแคมปิ้ง หรือใส่เป็นชุดกันฝน กันลมได้
2. เนื้อผ้ามีน้ำหนักเบา สวมใส่ง่าย ไม่อึดอัด
3. ที่แขนและด้านหลังมีดีเทลแต่งเทปสะท้อนแสง ช่วยลดการเกิดอันตรายในเวลากลางคืนหรือที่ที่มี แสงน้อย จะทำให้สามารถมองเห็นสัตว์เลี้ยงในที่มืดได้","1. The shirt is made from waterproof parachute fabric. It can be worn in a variety of situations, such as going out on a camping trip or it can also be worn as a rain suit, it’s also windproof.
2. The fabric is lightweight, easy to wear, and comfortable.
3. On the sleeves and back is a reflective tape detail. Help reduce the danger at night or where there is low light and low visibility. This feature will allow pets to be seen in the dark.",4,2
,OJK-01-013I,,8859771508541,"เสื้อแจ็คเก็ตสัตว์เลี้ยง - To the moon - สีส้ม, เบอร์ 13","Pet jacket , To the moon , Orange, Size 13",850.00,24.99,340.00,Orange,13,241 g,48,54,75,595.79,41.71,637.5,16.99,1.19,18.18,25%,556.07,38.93,595.00,15.89,1.11,17,30%,516.36,36.14,552.5,14.75,1.03,15.8,35%,Raincoat,,"1. เสื้อผลิตมาจากผ้าร่มกันน้ำ สามารถใส่ได้หลากหลาย สถานการณ์ ออกไปเที่ยวแคมปิ้ง หรือใส่เป็นชุดกันฝน กันลมได้
2. เนื้อผ้ามีน้ำหนักเบา สวมใส่ง่าย ไม่อึดอัด
3. ที่แขนและด้านหลังมีดีเทลแต่งเทปสะท้อนแสง ช่วยลดการเกิดอันตรายในเวลากลางคืนหรือที่ที่มี แสงน้อย จะทำให้สามารถมองเห็นสัตว์เลี้ยงในที่มืดได้","1. The shirt is made from waterproof parachute fabric. It can be worn in a variety of situations, such as going out on a camping trip or it can also be worn as a rain suit, it’s also windproof.
2. The fabric is lightweight, easy to wear, and comfortable.
3. On the sleeves and back is a reflective tape detail. Help reduce the danger at night or where there is low light and low visibility. This feature will allow pets to be seen in the dark.",4,2
,OJK-01-015I,,8859771508589,"เสื้อแจ็คเก็ตสัตว์เลี้ยง - To the moon - สีส้ม, เบอร์ 15","Pet jacket , To the moon , Orange, Size 15",850.00,24.99,340.00,Orange,15,291 g,69,64,85,595.79,41.71,637.5,16.99,1.19,18.18,25%,556.07,38.93,595.00,15.89,1.11,17,30%,516.36,36.14,552.5,14.75,1.03,15.8,35%,Raincoat,,"1. เสื้อผลิตมาจากผ้าร่มกันน้ำ สามารถใส่ได้หลากหลาย สถานการณ์ ออกไปเที่ยวแคมปิ้ง หรือใส่เป็นชุดกันฝน กันลมได้
2. เนื้อผ้ามีน้ำหนักเบา สวมใส่ง่าย ไม่อึดอัด
3. ที่แขนและด้านหลังมีดีเทลแต่งเทปสะท้อนแสง ช่วยลดการเกิดอันตรายในเวลากลางคืนหรือที่ที่มี แสงน้อย จะทำให้สามารถมองเห็นสัตว์เลี้ยงในที่มืดได้","1. The shirt is made from waterproof parachute fabric. It can be worn in a variety of situations, such as going out on a camping trip or it can also be worn as a rain suit, it’s also windproof.
2. The fabric is lightweight, easy to wear, and comfortable.
3. On the sleeves and back is a reflective tape detail. Help reduce the danger at night or where there is low light and low visibility. This feature will allow pets to be seen in the dark.",4,2
"Sky&Cloud Couple
Parent&Pet Hat",OHA-03-0XSF,,8859771507735,"หมวกหมาแมว - หมวกบักเก็ต sky & cloud - สีเหลือง, Size XS","Sky& cloud -Pet Hat Bucket -Yellow, Size XS",350.00,9.99,132.00,Yellow,XS,14 g,18,18,10,245.33,17.17,262.5,6.99,0.49,7.48,25%,228.97,16.03,245.00,6.54,0.46,7,30%,212.62,14.88,227.5,6.07,0.43,6.5,35%,Hat,,"หมวกบัคเก็ตสำหรับสัตว์เลี้ยง มีช่องเปิดหู เฟรนลี่ต่อน้องหมาน้องแมว ใส่ง่าย



1. เนื้อผ้าผลิตจากผ้าโพลีเอสเตอร์ 100%

2. ผิวสัมผัสผ้ามีความเงา เย็น สวมใส่สบาย ไม่ร้อน

3. หมวกมีสายปรับขนาดใต้คางหมวก ให้สามารถสวมใส่ได้กระชับได้คล่องตัว

4. เนื้อผ้ามีน้ำหนักเบาสบาย ไม่รู้สึกหนักเวลาสวมใส่

ขนาดสินค้า รอบศรีษะ x ความกว้างระหว่างหู x ปีกหมวก

XS 30 x 7 x 4 ซม.
S 35 x 8 x 4 ซม.
M 40 x 9 x 4 ซม.
L 45 x 10 x 4 ซม.
XL 50 x 12 x 4 ซม.

ขนาดอาจมีความแตกต่าง 1-3 ซม. ขึ้นอยู่กับวิธีการวัดของแต่ละบุคคล","Elevate your pet's style with the whimsical charm of our Sky & Cloud Pet Hat. Inspired by the serene beauty of the sky, this adorable hat features soft clouds and a soothing white hue, perfect for adding a touch of playful elegance to your pet’s look. Whether for a photoshoot, a day at the park, or just lounging at home, this hat will make your pet look and feel like they’re floating on cloud nine.

Key Features:

Charming Design: The Sky & Cloud Pet Hat features fluffy white clouds, creating a serene and whimsical look that suits any pet.
Comfortable Fit: Made from lightweight, breathable materials, this hat ensures your pet stays comfortable and cool, even during extended wear.
Adjustable Strap: Designed with an adjustable strap to provide a secure and snug fit for pets of all sizes, from small kittens to large dogs.
Soft and Safe Materials: Crafted with pet-friendly, non-toxic materials to ensure your pet’s safety and comfort.
Easy to Wear: Simple to put on and take off, making it hassle-free for both you and your pet.
Durable and Washable: Built to withstand your pet’s adventures, this hat is easy to clean and maintains its charming look wash after wash.
Comes in four colorways: Navy Blue, Vibrant Yellow, Sky Blue, Soft Pink",5,2
,OHA-03-00SF,,8859771507650,"หมวกหมาแมว - หมวกบักเก็ต sky & cloud - สีเหลือง, Size S","Sky& cloud -Pet Hat Bucket -Yellow, Size S",350.00,9.99,132.00,Yellow,S,18 g,20,20,10.5,245.33,17.17,262.5,6.99,0.49,7.48,25%,228.97,16.03,245.00,6.54,0.46,7,30%,212.62,14.88,227.5,6.07,0.43,6.5,35%,Hat,,,,5,2
,OHA-03-00MF,,8859771507612,"หมวกหมาแมว - หมวกบักเก็ต sky & cloud - สีเหลือง, Size M","Sky& cloud -Pet Hat Bucket -Yellow, Size M",350.00,9.99,132.00,Yellow,M,22 g,23,23,11.5,245.33,17.17,262.5,6.99,0.49,7.48,25%,228.97,16.03,245.00,6.54,0.46,7,30%,212.62,14.88,227.5,6.07,0.43,6.5,35%,Hat,,,,5,2
,OHA-03-00LF,,8859771507575,"หมวกหมาแมว - หมวกบักเก็ต sky & cloud - สีเหลือง, Size L","Sky& cloud -Pet Hat Bucket -Yellow, Size L",350.00,9.99,132.00,Yellow,L,24 g,27,27,12,245.33,17.17,262.5,6.99,0.49,7.48,25%,228.97,16.03,245.00,6.54,0.46,7,30%,212.62,14.88,227.5,6.07,0.43,6.5,35%,Hat,,,,5,2
,OHA-03-0XLF,,8859771507698,"หมวกหมาแมว - หมวกบักเก็ต sky & cloud - สีเหลือง, Size XL","Sky& cloud -Pet Hat Bucket -Yellow, Size XL",350.00,9.99,132.00,Yellow,XL,29 g,28,28,12.5,245.33,17.17,262.5,6.99,0.49,7.48,25%,228.97,16.03,245.00,6.54,0.46,7,30%,212.62,14.88,227.5,6.07,0.43,6.5,35%,Hat,,,,5,2
,OHA-03-0XSC,,8859771507711,"หมวกหมาแมว - หมวกบักเก็ต sky & cloud - สีน้ำเงิน, Size XS","Sky& cloud -Pet Hat Bucket -Blue, Size XS",350.00,9.99,132.00,Blue,XS,14 g,18,18,10,245.33,17.17,262.5,6.99,0.49,7.48,25%,228.97,16.03,245.00,6.54,0.46,7,30%,212.62,14.88,227.5,6.07,0.43,6.5,35%,Hat,,,,5,2
,OHA-03-00SC,,8859771507636,"หมวกหมาแมว - หมวกบักเก็ต sky & cloud - สีน้ำเงิน, Size S","Sky& cloud -Pet Hat Bucket -Blue, Size S",350.00,9.99,132.00,Blue,S,18 g,20,20,10.5,245.33,17.17,262.5,6.99,0.49,7.48,25%,228.97,16.03,245.00,6.54,0.46,7,30%,212.62,14.88,227.5,6.07,0.43,6.5,35%,Hat,,,,5,2
,OHA-03-00MC,,8859771507599,"หมวกหมาแมว - หมวกบักเก็ต sky & cloud - สีน้ำเงิน, Size M","Sky& cloud -Pet Hat Bucket -Blue, Size M",350.00,9.99,132.00,Blue,M,22 g,23,23,11.5,245.33,17.17,262.5,6.99,0.49,7.48,25%,228.97,16.03,245.00,6.54,0.46,7,30%,212.62,14.88,227.5,6.07,0.43,6.5,35%,Hat,,,,5,2
,OHA-03-00LC,,8859771507551,"หมวกหมาแมว - หมวกบักเก็ต sky & cloud - สีน้ำเงิน, Size L","Sky& cloud -Pet Hat Bucket -Blue, Size L",350.00,9.99,132.00,Blue,L,24 g,27,27,12,245.33,17.17,262.5,6.99,0.49,7.48,25%,228.97,16.03,245.00,6.54,0.46,7,30%,212.62,14.88,227.5,6.07,0.43,6.5,35%,Hat,,,,5,2
,OHA-03-0XLC,,8859771507674,"หมวกหมาแมว - หมวกบักเก็ต sky & cloud - สีน้ำเงิน, Size XL","Sky& cloud -Pet Hat Bucket -Blue, Size XL",350.00,9.99,132.00,Blue,XL,29 g,28,28,12.5,245.33,17.17,262.5,6.99,0.49,7.48,25%,228.97,16.03,245.00,6.54,0.46,7,30%,212.62,14.88,227.5,6.07,0.43,6.5,35%,Hat,,,,5,2
,OHA-03-0XSD,,8859771507728,"หมวกหมาแมว - หมวกบักเก็ต sky & cloud - สีฟ้า, Size XS","Sky& cloud -Pet Hat Bucket -Light Blue, Size XS",350.00,9.99,132.00,Light Blue,XS,14 g,18,18,10,245.33,17.17,262.5,6.99,0.49,7.48,25%,228.97,16.03,245.00,6.54,0.46,7,30%,212.62,14.88,227.5,6.07,0.43,6.5,35%,Hat,,,,5,2
,OHA-03-00SD,,8859771507643,"หมวกหมาแมว - หมวกบักเก็ต sky & cloud - สีฟ้า, Size S","Sky& cloud -Pet Hat Bucket -Light Blue, Size S",350.00,9.99,132.00,Light Blue,S,18 g,20,20,10.5,245.33,17.17,262.5,6.99,0.49,7.48,25%,228.97,16.03,245.00,6.54,0.46,7,30%,212.62,14.88,227.5,6.07,0.43,6.5,35%,Hat,,,,5,2
,OHA-03-00MD,,8859771507605,"หมวกหมาแมว - หมวกบักเก็ต sky & cloud - สีฟ้า, Size M","Sky& cloud -Pet Hat Bucket -Light Blue, Size M",350.00,9.99,132.00,Light Blue,M,22 g,23,23,11.5,245.33,17.17,262.5,6.99,0.49,7.48,25%,228.97,16.03,245.00,6.54,0.46,7,30%,212.62,14.88,227.5,6.07,0.43,6.5,35%,Hat,,,,5,2
,OHA-03-00LD,,8859771507568,"หมวกหมาแมว - หมวกบักเก็ต sky & cloud - สีฟ้า, Size L","Sky& cloud -Pet Hat Bucket -Light Blue, Size L",350.00,9.99,132.00,Light Blue,L,24 g,27,27,12,245.33,17.17,262.5,6.99,0.49,7.48,25%,228.97,16.03,245.00,6.54,0.46,7,30%,212.62,14.88,227.5,6.07,0.43,6.5,35%,Hat,,,,5,2
,OHA-03-0XLD,,8859771507681,"หมวกหมาแมว - หมวกบักเก็ต sky & cloud - สีฟ้า, Size XL","Sky& cloud -Pet Hat Bucket -Light Blue, Size XL",350.00,9.99,132.00,Light Blue,XL,29 g,28,28,12.5,245.33,17.17,262.5,6.99,0.49,7.48,25%,228.97,16.03,245.00,6.54,0.46,7,30%,212.62,14.88,227.5,6.07,0.43,6.5,35%,Hat,,,,5,2
,OHA-03-0XSJ,,8859771507742,"หมวกหมาแมว - หมวกบักเก็ต sky & cloud - สีชมพู, Size XS","Sky& cloud -Pet Hat Bucket -Pink, Size XS",350.00,9.99,132.00,Pink,XS,14 g,18,18,10,245.33,17.17,262.5,6.99,0.49,7.48,25%,228.97,16.03,245.00,6.54,0.46,7,30%,212.62,14.88,227.5,6.07,0.43,6.5,35%,Hat,,,,5,2
,OHA-03-00SJ,,8859771507667,"หมวกหมาแมว - หมวกบักเก็ต sky & cloud - สีชมพู, Size S","Sky& cloud -Pet Hat Bucket -Pink, Size S",350.00,9.99,132.00,Pink,S,18 g,20,20,10.5,245.33,17.17,262.5,6.99,0.49,7.48,25%,228.97,16.03,245.00,6.54,0.46,7,30%,212.62,14.88,227.5,6.07,0.43,6.5,35%,Hat,,,,5,2
,OHA-03-00MJ,,8859771507629,"หมวกหมาแมว - หมวกบักเก็ต sky & cloud - สีชมพู, Size M","Sky& cloud -Pet Hat Bucket -Pink, Size M",350.00,9.99,132.00,Pink,M,22 g,23,23,11.5,245.33,17.17,262.5,6.99,0.49,7.48,25%,228.97,16.03,245.00,6.54,0.46,7,30%,212.62,14.88,227.5,6.07,0.43,6.5,35%,Hat,,,,5,2
,OHA-03-00LJ,,8859771507582,"หมวกหมาแมว - หมวกบักเก็ต sky & cloud - สีชมพู, Size L","Sky& cloud -Pet Hat Bucket -Pink, Size L",350.00,9.99,132.00,Pink,L,24 g,27,27,12,245.33,17.17,262.5,6.99,0.49,7.48,25%,228.97,16.03,245.00,6.54,0.46,7,30%,212.62,14.88,227.5,6.07,0.43,6.5,35%,Hat,,,,5,2
,OHA-03-0XLJ,,8859771507704,"หมวกหมาแมว - หมวกบักเก็ต sky & cloud - สีชมพู, Size XL","Sky& cloud -Pet Hat Bucket -Pink, Size XL",350.00,9.99,132.00,Pink,XL,29 g,28,28,12.5,245.33,17.17,262.5,6.99,0.49,7.48,25%,228.97,16.03,245.00,6.54,0.46,7,30%,212.62,14.88,227.5,6.07,0.43,6.5,35%,Hat,,,,5,2
,OHA-02-00SF,,8859771507537,"หมวกคน - หมวกบักเก็ต sky & cloud - สีเหลือง, Size S","Sky& cloud -Human Hat Bucket -Yellow, Size S",490.00,13.99,162.00,Yellow,S,49 g,36.5,46,16,343.46,24.04,367.5,9.99,0.70,10.69,25%,320.56,22.44,343.00,9.16,0.64,9.8,30%,297.66,20.84,318.5,8.50,0.60,9.1,35%,Hat,,"หมวกบัคเก็ตเจ้าของ คู่สัตว์เลี้ยง
เพิ่มหวาน ด้วยหมวกคู่ มีให้เลือก 4 สี

1. เนื้อผ้าผลิตจากผ้าโพลีเอสเตอร์ 100%
2. ผิวสัมผัสผ้ามีความเงา เย็น สวมใส่สบาย ไม่ร้อน
3. หมวกมีสายปรับขนาดใต้คางหมวก ให้สามารถสวมใส่ได้กระชับได้คล่องตัว
4. เนื้อผ้ามีน้ำหนักเบาสบาย ไม่รู้สึกหนักเวลาสวมใส่

ขนาดสินค้า 
รอบศรีษะ x เส้นผ่านศูนย์กลาง x ปีกหมวก

S 58 x 16 x 8 ซม.
M 60 x 16 x 8 ซม.","Elevate your pet's style with the whimsical charm of our Sky & Cloud Hat. Inspired by the serene beauty of the sky, this adorable hat features soft clouds and a soothing white hue, perfect for adding a touch of playful elegance to your pet’s look. Whether for a photoshoot, a day at the park, or just lounging at home, this hat will make your pet look and feel like they’re floating on cloud nine.

Key Features:

Charming Design: The Sky & Cloud Pet Hat features fluffy white clouds, creating a serene and whimsical look that suits any pet.
Comfortable Fit: Made from lightweight, breathable materials, this hat ensures your pet stays comfortable and cool, even during extended wear.
Adjustable Strap: Designed with an adjustable strap to provide a secure and snug fit for pets of all sizes, from small kittens to large dogs.
Soft and Safe Materials: Crafted with pet-friendly, non-toxic materials to ensure your pet’s safety and comfort.
Easy to Wear: Simple to put on and take off, making it hassle-free for both you and your pet.
Durable and Washable: Built to withstand your pet’s adventures, this hat is easy to clean and maintains its charming look wash after wash.
Comes in four colorways: Navy Blue, Vibrant Yellow, Sky Blue, Soft Pink",5,2
,OHA-02-00MF,,8859771507490,"หมวกคน - หมวกบักเก็ต sky & cloud - สีเหลือง, Size M","Sky& cloud -Human Hat Bucket -Yellow, Size M",490.00,13.99,162.00,Yellow,M,52 g,37,47,16,343.46,24.04,367.5,9.99,0.70,10.69,25%,320.56,22.44,343.00,9.16,0.64,9.8,30%,297.66,20.84,318.5,8.50,0.60,9.1,35%,Hat,,,,5,2
,OHA-02-00SC,,8859771507513,"หมวกคน - หมวกบักเก็ต sky & cloud - สีน้ำเงิน, Size S","Sky& cloud -Human Hat Bucket -Blue, Size S",490.00,13.99,162.00,Blue,S,49 g,36.5,46,16,343.46,24.04,367.5,9.99,0.70,10.69,25%,320.56,22.44,343.00,9.16,0.64,9.8,30%,297.66,20.84,318.5,8.50,0.60,9.1,35%,Hat,,,,5,2
,OHA-02-00MC,,8859771507476,"หมวกคน - หมวกบักเก็ต sky & cloud - สีน้ำเงิน, Size M","Sky& cloud -Human Hat Bucket -Blue, Size M",490.00,13.99,162.00,Blue,M,52 g,37,47,16,343.46,24.04,367.5,9.99,0.70,10.69,25%,320.56,22.44,343.00,9.16,0.64,9.8,30%,297.66,20.84,318.5,8.50,0.60,9.1,35%,Hat,,,,5,2
,OHA-02-00SD,,8859771507520,"หมวกคน - หมวกบักเก็ต sky & cloud - สีฟ้า, Size S","Sky& cloud -Human Hat Bucket -LightBlue, Size S",490.00,13.99,162.00,Light Blue,S,49 g,36.5,46,16,343.46,24.04,367.5,9.99,0.70,10.69,25%,320.56,22.44,343.00,9.16,0.64,9.8,30%,297.66,20.84,318.5,8.50,0.60,9.1,35%,Hat,,,,5,2
,OHA-02-00MD,,8859771507483,"หมวกคน - หมวกบักเก็ต sky & cloud - สีฟ้า, Size M","Sky& cloud -Human Hat Bucket -LightBlue, Size M",490.00,13.99,162.00,Light Blue,M,52 g,37,47,16,343.46,24.04,367.5,9.99,0.70,10.69,25%,320.56,22.44,343.00,9.16,0.64,9.8,30%,297.66,20.84,318.5,8.50,0.60,9.1,35%,Hat,,,,5,2
,OHA-02-00SJ,,8859771507544,"หมวกคน - หมวกบักเก็ต sky & cloud - สีชมพู, Size S","Sky& cloud -Human Hat Bucket -Pink, Size S",490.00,13.99,162.00,Pink,S,49 g,36.5,46,16,343.46,24.04,367.5,9.99,0.70,10.69,25%,320.56,22.44,343.00,9.16,0.64,9.8,30%,297.66,20.84,318.5,8.50,0.60,9.1,35%,Hat,,,,5,2
,OHA-02-00MJ,,8859771507506,"หมวกคน - หมวกบักเก็ต sky & cloud - สีชมพู, Size M","Sky& cloud -Human Hat Bucket -Pink, Size M",490.00,13.99,162.00,Pink,M,52 g,37,47,16,343.46,24.04,367.5,9.99,0.70,10.69,25%,320.56,22.44,343.00,9.16,0.64,9.8,30%,297.66,20.84,318.5,8.50,0.60,9.1,35%,Hat,,,,5,2
Scout Pet Scarf,OSC-02-00SG,,8859771520116,"ผ้าพันคอสัตว์เลี้ยง - Scout Collection - สีเขียว, S","Scout bandana fot pet - Green, S",250.00,7.99,72.00,Green,S,10,45,,18,175.23,12.27,187.5,4.99,0.35,5.34,25%,163.55,11.45,175.00,4.67,0.33,5,30%,151.87,10.63,162.5,4.34,0.30,4.6,35%,Scarf,,"ผ้าพันคอคอลเลคชั่น ลูกเสือ ทรงสวย ใส่ง่าย
ออกแบบพิเศษ สำหรับสัตว์เลี้ยงโดยเฉพาะ
 
✅เนื้อผ้าผลิตจากผ้าใยธรรมชาติ 100%
✅สวมใส่สบาย ระบายอากาศได้ดี ผ้าไม่ร้อน มีน้ำหนักเบา
✅ผ้าพันคอสามารถผูก รัดได้ตามสัดส่วนรอบคอสัตว์เลี้ยง
 
ขนาดสินค้า
S : รอบคอ 25-30 ซม. / ความกว้าง 45 ซม. / ความสูง 18 ซม.
M : รอบคอ 30-40 ซม. / ความกว้าง 55 ซม. / ความสูง 26 ซม.
L : รอบคอ 45-60 ซม. / ความกว้าง 75 ซม. / ความสูง 37 ซม.
XL : รอบคอ 55-75 ซม. / ความกว้าง 82 ซม. / ความสูง 40 ซม.
 
ขนาดอาจมีความแตกต่าง 1-3 ซม.
ขึ้นอยู่กับวิธีการวัดของแต่ละบุคคล","Gear up your adventurous pet with our Pet Scout Scarf, designed to bring out the explorer in every furry friend. This stylish and functional accessory is perfect for pets who love outdoor adventures, offering both a rugged look and practical benefits. Whether hiking through the woods, playing at the park, or enjoying a casual stroll, the Pet Scout Scarf is the ideal accessory to complete your pet’s adventurous look.

Key Features:

Adventure-Ready Design: Inspired by classic scout uniforms, the Pet Scout Scarf features a charming, outdoorsy look with earthy tones and a scout badge motif, perfect for adventurous pets.
Durable Fabric: Made from high-quality, durable cotton that can withstand the rigors of outdoor activities while remaining soft and comfortable for your pet.
Comfortable Fit: Designed to be easily adjustable, ensuring a snug and secure fit for pets of all sizes without causing discomfort.
Easy to Wear: Simple to tie on and take off, making it convenient for quick outfit changes and ensuring a hassle-free experience for both you and your pet.
Versatile Style: Ideal for any adventure, from hiking and camping to everyday walks, the Pet Scout Scarf adds a touch of rugged charm to your pet’s look.
Machine Washable: Easy to clean and maintain, this scarf retains its vibrant look and durability even after multiple washes.",5,2
,OSC-02-00MG,,8859771520123,"ผ้าพันคอสัตว์เลี้ยง - Scout Collection - สีเขียว, M","Scout bandana fot pet - Green, M",250.00,7.99,74.75,Green,M,20,55,,26,175.23,12.27,187.5,4.99,0.35,5.34,25%,163.55,11.45,175.00,4.67,0.33,5,30%,151.87,10.63,162.5,4.34,0.30,4.6,35%,Scarf,,,,5,2
,OSC-02-00LG,,8859771520130,"ผ้าพันคอสัตว์เลี้ยง - Scout Collection - สีเขียว, L","Scout bandana fot pet - Green, L",290.00,8.99,80.25,Green,L,30,75,,37,203.27,14.23,217.5,5.99,0.42,6.41,25%,189.72,13.28,203.00,5.42,0.38,5.8,30%,176.17,12.33,188.5,5.03,0.35,5.4,35%,Scarf,,,,5,2
,OSC-02-0XLG,,8859771520147,"ผ้าพันคอสัตว์เลี้ยง - Scout Collection - สีเขียว, XL","Scout bandana fot pet - Green, XL",290.00,8.99,80.25,Green,XL,30,82,,40,203.27,14.23,217.5,5.99,0.42,6.41,25%,189.72,13.28,203.00,5.42,0.38,5.8,30%,176.17,12.33,188.5,5.03,0.35,5.4,35%,Scarf,,,,5,2
,OSC-02-00SE,,8859771520154,"ผ้าพันคอสัตว์เลี้ยง - Scout Collection - สีแดงอิฐ, S","Scout bandana fot pet - Red, S",250.00,7.99,72.00,Red,S,10,45,,18,175.23,12.27,187.5,4.99,0.35,5.34,25%,163.55,11.45,175.00,4.67,0.33,5,30%,151.87,10.63,162.5,4.34,0.30,4.6,35%,Scarf,,,,5,2
,OSC-02-00ME,,8859771520161,"ผ้าพันคอสัตว์เลี้ยง - Scout Collection - สีแดงอิฐ, M","Scout bandana fot pet - Red, M",250.00,7.99,74.75,Red,M,20,55,,26,175.23,12.27,187.5,4.99,0.35,5.34,25%,163.55,11.45,175.00,4.67,0.33,5,30%,151.87,10.63,162.5,4.34,0.30,4.6,35%,Scarf,,,,5,2
,OSC-02-00LE,,8859771520178,"ผ้าพันคอสัตว์เลี้ยง - Scout Collection - สีแดงอิฐ, L","Scout bandana fot pet - Red, L",290.00,8.99,80.25,Red,L,30,75,,37,203.27,14.23,217.5,5.99,0.42,6.41,25%,189.72,13.28,203.00,5.42,0.38,5.8,30%,176.17,12.33,188.5,5.03,0.35,5.4,35%,Scarf,,,,5,2
,OSC-02-0XLE,,8859771520185,"ผ้าพันคอสัตว์เลี้ยง - Scout Collection - สีแดงอิฐ, XL","Scout bandana fot pet - Red, XL",290.00,8.99,80.25,Red,XL,30,82,,40,203.27,14.23,217.5,5.99,0.42,6.41,25%,189.72,13.28,203.00,5.42,0.38,5.8,30%,176.17,12.33,188.5,5.03,0.35,5.4,35%,Scarf,,,,5,2
,OSC-02-00SC,,8859771520192,"ผ้าพันคอสัตว์เลี้ยง - Scout Collection - สีน้ำเงิน, S","Scout bandana fot pet- Blue, S",250.00,7.99,52.00,Blue,S,10,45,,18,175.23,12.27,187.5,4.99,0.35,5.34,25%,163.55,11.45,175.00,4.67,0.33,5,30%,151.87,10.63,162.5,4.34,0.30,4.6,35%,Scarf,,,,5,2
,OSC-02-00MC,,8859771520208,"ผ้าพันคอสัตว์เลี้ยง - Scout Collection - สีน้ำเงิน, M","Scout bandana fot pet- Blue, M",250.00,7.99,54.75,Blue,M,20,55,,26,175.23,12.27,187.5,4.99,0.35,5.34,25%,163.55,11.45,175.00,4.67,0.33,5,30%,151.87,10.63,162.5,4.34,0.30,4.6,35%,Scarf,,,,5,2
,OSC-02-00LC,,8859771520215,"ผ้าพันคอสัตว์เลี้ยง - Scout Collection - สีน้ำเงิน, L","Scout bandana fot pet- Blue, L",290.00,8.99,60.25,Blue,L,30,75,,37,203.27,14.23,217.5,5.99,0.42,6.41,25%,189.72,13.28,203.00,5.42,0.38,5.8,30%,176.17,12.33,188.5,5.03,0.35,5.4,35%,Scarf,,,,5,2
,OSC-02-0XLC,,8859771520222,"ผ้าพันคอสัตว์เลี้ยง - Scout Collection - สีน้ำเงิน, XL","Scout bandana fot pet- Blue, XL",290.00,8.99,60.25,Blue,XL,30,82,,40,203.27,14.23,217.5,5.99,0.42,6.41,25%,189.72,13.28,203.00,5.42,0.38,5.8,30%,176.17,12.33,188.5,5.03,0.35,5.4,35%,Scarf,,,,5,2
